dataset,val_uid,analysis_split,arm,level,requested_similarity,source_uid,similarity
logiqa2,logiqa2-validation-000287,calibration,retrieved,target_0.50,0.5,logiqa2-train-009407,0.45476654171943665
logiqa2,logiqa2-validation-000287,calibration,retrieved,target_0.70,0.7,logiqa2-train-002676,0.4421515464782715
logiqa2,logiqa2-validation-000287,calibration,retrieved,top,,logiqa2-train-012476,0.4986632466316223
logiqa2,logiqa2-validation-000287,calibration,placebo,placebo,,logiqa2-train-005369,0.049255285412073135
logiqa2,logiqa2-validation-000288,calibration,retrieved,target_0.30,0.3,logiqa2-train-004965,0.3000575006008148
logiqa2,logiqa2-validation-000288,calibration,retrieved,target_0.50,0.5,logiqa2-train-004702,0.5001988410949707
logiqa2,logiqa2-validation-000288,calibration,retrieved,target_0.70,0.7,logiqa2-train-005403,0.6956782937049866
logiqa2,logiqa2-validation-000288,calibration,retrieved,top,,logiqa2-train-002101,0.7044398784637451
logiqa2,logiqa2-validation-000288,calibration,placebo,placebo,,logiqa2-train-004158,-0.05665510520339012
logiqa2,logiqa2-validation-000289,test,retrieved,target_0.30,0.3,logiqa2-train-011478,0.2999866306781769
logiqa2,logiqa2-validation-000289,test,retrieved,target_0.50,0.5,logiqa2-train-003958,0.49897506833076477
logiqa2,logiqa2-validation-000289,test,retrieved,target_0.70,0.7,logiqa2-train-006122,0.6275724768638611
logiqa2,logiqa2-validation-000289,test,retrieved,top,,logiqa2-train-002917,0.6439081430435181
logiqa2,logiqa2-validation-000289,test,placebo,placebo,,logiqa2-train-004122,0.06274733692407608
logiqa2,logiqa2-validation-000290,calibration,retrieved,target_0.30,0.3,logiqa2-train-011738,0.29975834488868713
logiqa2,logiqa2-validation-000290,calibration,retrieved,target_0.50,0.5,logiqa2-train-000645,0.5166717171669006
logiqa2,logiqa2-validation-000290,calibration,retrieved,target_0.70,0.7,logiqa2-train-008751,0.46687203645706177
logiqa2,logiqa2-validation-000290,calibration,retrieved,top,,logiqa2-train-009614,0.5524177551269531
logiqa2,logiqa2-validation-000290,calibration,placebo,placebo,,logiqa2-train-001792,-0.01743326708674431
logiqa2,logiqa2-validation-000291,test,retrieved,target_0.30,0.3,logiqa2-train-008701,0.29996880888938904
logiqa2,logiqa2-validation-000291,test,retrieved,target_0.50,0.5,logiqa2-train-010335,0.5027904510498047
logiqa2,logiqa2-validation-000291,test,retrieved,target_0.70,0.7,logiqa2-train-005096,0.5428761839866638
logiqa2,logiqa2-validation-000291,test,retrieved,top,,logiqa2-train-006677,0.7154322862625122
logiqa2,logiqa2-validation-000291,test,placebo,placebo,,logiqa2-train-010090,-0.023009883239865303
logiqa2,logiqa2-validation-000292,test,retrieved,target_0.30,0.3,logiqa2-train-001287,0.2999814748764038
logiqa2,logiqa2-validation-000292,test,retrieved,target_0.50,0.5,logiqa2-train-006757,0.4989272356033325
logiqa2,logiqa2-validation-000292,test,retrieved,target_0.70,0.7,logiqa2-train-002958,0.5142709612846375
logiqa2,logiqa2-validation-000292,test,retrieved,top,,logiqa2-train-007163,0.5147029757499695
logiqa2,logiqa2-validation-000292,test,placebo,placebo,,logiqa2-train-004322,0.05769294127821922
logiqa2,logiqa2-validation-000293,calibration,retrieved,target_0.30,0.3,logiqa2-train-007609,0.29999127984046936
logiqa2,logiqa2-validation-000293,calibration,retrieved,target_0.50,0.5,logiqa2-train-001105,0.4986630380153656
logiqa2,logiqa2-validation-000293,calibration,retrieved,target_0.70,0.7,logiqa2-train-007937,0.5168547630310059
logiqa2,logiqa2-validation-000293,calibration,retrieved,top,,logiqa2-train-009052,0.5410206317901611
logiqa2,logiqa2-validation-000293,calibration,placebo,placebo,,logiqa2-train-007776,0.05740177631378174
logiqa2,logiqa2-validation-000294,calibration,retrieved,target_0.30,0.3,logiqa2-train-000844,0.3000301718711853
logiqa2,logiqa2-validation-000294,calibration,retrieved,target_0.50,0.5,logiqa2-train-003090,0.5029457807540894
logiqa2,logiqa2-validation-000294,calibration,retrieved,target_0.70,0.7,logiqa2-train-004916,0.522788941860199
logiqa2,logiqa2-validation-000294,calibration,retrieved,top,,logiqa2-train-010665,0.6422388553619385
logiqa2,logiqa2-validation-000294,calibration,placebo,placebo,,logiqa2-train-007305,0.06728127598762512
logiqa2,logiqa2-validation-000295,calibration,retrieved,target_0.30,0.3,logiqa2-train-010367,0.3000064790248871
logiqa2,logiqa2-validation-000295,calibration,retrieved,target_0.50,0.5,logiqa2-train-006330,0.48632872104644775
logiqa2,logiqa2-validation-000295,calibration,retrieved,target_0.70,0.7,logiqa2-train-004002,0.550530195236206
logiqa2,logiqa2-validation-000295,calibration,retrieved,top,,logiqa2-train-010494,0.5963677763938904
logiqa2,logiqa2-validation-000295,calibration,placebo,placebo,,logiqa2-train-004929,-0.004931387957185507
logiqa2,logiqa2-validation-000296,calibration,retrieved,target_0.30,0.3,logiqa2-train-006990,0.2999982237815857
logiqa2,logiqa2-validation-000296,calibration,retrieved,target_0.50,0.5,logiqa2-train-009998,0.500639796257019
logiqa2,logiqa2-validation-000296,calibration,retrieved,target_0.70,0.7,logiqa2-train-003878,0.57573002576828
logiqa2,logiqa2-validation-000296,calibration,retrieved,top,,logiqa2-train-000697,0.595083475112915
logiqa2,logiqa2-validation-000296,calibration,placebo,placebo,,logiqa2-train-003894,0.030809342861175537
logiqa2,logiqa2-validation-000297,test,retrieved,target_0.30,0.3,logiqa2-train-007177,0.29997947812080383
logiqa2,logiqa2-validation-000297,test,retrieved,target_0.50,0.5,logiqa2-train-008890,0.5004103779792786
logiqa2,logiqa2-validation-000297,test,retrieved,target_0.70,0.7,logiqa2-train-002370,0.605414628982544
logiqa2,logiqa2-validation-000297,test,retrieved,top,,logiqa2-train-001196,0.6312534213066101
logiqa2,logiqa2-validation-000297,test,placebo,placebo,,logiqa2-train-002838,0.004459910560399294
logiqa2,logiqa2-validation-000298,calibration,retrieved,target_0.30,0.3,logiqa2-train-008083,0.29960280656814575
logiqa2,logiqa2-validation-000298,calibration,retrieved,target_0.50,0.5,logiqa2-train-000271,0.46419402956962585
logiqa2,logiqa2-validation-000298,calibration,retrieved,target_0.70,0.7,logiqa2-train-009882,0.4356760084629059
logiqa2,logiqa2-validation-000298,calibration,retrieved,top,,logiqa2-train-001137,0.4893057942390442
logiqa2,logiqa2-validation-000298,calibration,placebo,placebo,,logiqa2-train-011053,0.005396067164838314
logiqa2,logiqa2-validation-000299,calibration,retrieved,target_0.30,0.3,logiqa2-train-001231,0.299998015165329
logiqa2,logiqa2-validation-000299,calibration,retrieved,target_0.50,0.5,logiqa2-train-006955,0.5000540614128113
logiqa2,logiqa2-validation-000299,calibration,retrieved,target_0.70,0.7,logiqa2-train-003877,0.5697715282440186
logiqa2,logiqa2-validation-000299,calibration,retrieved,top,,logiqa2-train-002416,0.5730051398277283
logiqa2,logiqa2-validation-000299,calibration,placebo,placebo,,logiqa2-train-007357,0.08125648647546768
logiqa2,logiqa2-validation-000300,test,retrieved,target_0.30,0.3,logiqa2-train-004362,0.29996559023857117
logiqa2,logiqa2-validation-000300,test,retrieved,target_0.50,0.5,logiqa2-train-005777,0.4894140362739563
logiqa2,logiqa2-validation-000300,test,retrieved,target_0.70,0.7,logiqa2-train-002825,0.6310805678367615
logiqa2,logiqa2-validation-000300,test,retrieved,top,,logiqa2-train-011083,0.6404261589050293
logiqa2,logiqa2-validation-000300,test,placebo,placebo,,logiqa2-train-004891,0.07005829364061356
logiqa2,logiqa2-validation-000301,calibration,retrieved,target_0.30,0.3,logiqa2-train-011677,0.3000085651874542
logiqa2,logiqa2-validation-000301,calibration,retrieved,target_0.50,0.5,logiqa2-train-006829,0.4939631521701813
logiqa2,logiqa2-validation-000301,calibration,retrieved,target_0.70,0.7,logiqa2-train-008093,0.4720724821090698
logiqa2,logiqa2-validation-000301,calibration,retrieved,top,,logiqa2-train-002961,0.49762964248657227
logiqa2,logiqa2-validation-000301,calibration,placebo,placebo,,logiqa2-train-009777,-0.010161710903048515
logiqa2,logiqa2-validation-000302,test,retrieved,target_0.30,0.3,logiqa2-train-001288,0.2999478876590729
logiqa2,logiqa2-validation-000302,test,retrieved,target_0.50,0.5,logiqa2-train-007898,0.4996581971645355
logiqa2,logiqa2-validation-000302,test,retrieved,target_0.70,0.7,logiqa2-train-000281,0.632118284702301
logiqa2,logiqa2-validation-000302,test,retrieved,top,,logiqa2-train-007266,0.7348740100860596
logiqa2,logiqa2-validation-000302,test,placebo,placebo,,logiqa2-train-005806,0.01797846332192421
logiqa2,logiqa2-validation-000303,test,retrieved,target_0.30,0.3,logiqa2-train-000132,0.2999960482120514
logiqa2,logiqa2-validation-000303,test,retrieved,target_0.50,0.5,logiqa2-train-001722,0.500617265701294
logiqa2,logiqa2-validation-000303,test,retrieved,target_0.70,0.7,logiqa2-train-000910,0.5268086791038513
logiqa2,logiqa2-validation-000303,test,retrieved,top,,logiqa2-train-002500,0.9077686071395874
logiqa2,logiqa2-validation-000303,test,placebo,placebo,,logiqa2-train-003062,0.07661370933055878
logiqa2,logiqa2-validation-000304,calibration,retrieved,target_0.30,0.3,logiqa2-train-007094,0.3000071346759796
logiqa2,logiqa2-validation-000304,calibration,retrieved,target_0.50,0.5,logiqa2-train-012226,0.5155699253082275
logiqa2,logiqa2-validation-000304,calibration,retrieved,target_0.70,0.7,logiqa2-train-004972,0.5851625800132751
logiqa2,logiqa2-validation-000304,calibration,retrieved,top,,logiqa2-train-009663,0.6547150015830994
logiqa2,logiqa2-validation-000304,calibration,placebo,placebo,,logiqa2-train-003411,0.08250245451927185
logiqa2,logiqa2-validation-000305,calibration,retrieved,target_0.30,0.3,logiqa2-train-005625,0.29999080300331116
logiqa2,logiqa2-validation-000305,calibration,retrieved,target_0.50,0.5,logiqa2-train-000492,0.5025808811187744
logiqa2,logiqa2-validation-000305,calibration,retrieved,target_0.70,0.7,logiqa2-train-007371,0.5512848496437073
logiqa2,logiqa2-validation-000305,calibration,retrieved,top,,logiqa2-train-004933,0.9511748552322388
logiqa2,logiqa2-validation-000305,calibration,placebo,placebo,,logiqa2-train-001534,0.05143003910779953
logiqa2,logiqa2-validation-000306,calibration,retrieved,target_0.30,0.3,logiqa2-train-005654,0.3000260591506958
logiqa2,logiqa2-validation-000306,calibration,retrieved,target_0.50,0.5,logiqa2-train-002186,0.4998963475227356
logiqa2,logiqa2-validation-000306,calibration,retrieved,target_0.70,0.7,logiqa2-train-011478,0.6630971431732178
logiqa2,logiqa2-validation-000306,calibration,retrieved,top,,logiqa2-train-009260,0.6702253222465515
logiqa2,logiqa2-validation-000306,calibration,placebo,placebo,,logiqa2-train-012485,0.07078950852155685
logiqa2,logiqa2-validation-000307,test,retrieved,target_0.30,0.3,logiqa2-train-007033,0.30005916953086853
logiqa2,logiqa2-validation-000307,test,retrieved,target_0.50,0.5,logiqa2-train-007084,0.500205397605896
logiqa2,logiqa2-validation-000307,test,retrieved,target_0.70,0.7,logiqa2-train-006985,0.6671736836433411
logiqa2,logiqa2-validation-000307,test,retrieved,top,,logiqa2-train-010556,0.7132353186607361
logiqa2,logiqa2-validation-000307,test,placebo,placebo,,logiqa2-train-002859,0.14746040105819702
logiqa2,logiqa2-validation-000308,test,retrieved,target_0.30,0.3,logiqa2-train-000126,0.30002376437187195
logiqa2,logiqa2-validation-000308,test,retrieved,target_0.50,0.5,logiqa2-train-002875,0.49841827154159546
logiqa2,logiqa2-validation-000308,test,retrieved,target_0.70,0.7,logiqa2-train-006888,0.5923099517822266
logiqa2,logiqa2-validation-000308,test,retrieved,top,,logiqa2-train-002800,0.6038792729377747
logiqa2,logiqa2-validation-000308,test,placebo,placebo,,logiqa2-train-010039,0.09190264344215393
logiqa2,logiqa2-validation-000309,calibration,retrieved,target_0.30,0.3,logiqa2-train-004668,0.2999078035354614
logiqa2,logiqa2-validation-000309,calibration,retrieved,target_0.50,0.5,logiqa2-train-005269,0.4671814739704132
logiqa2,logiqa2-validation-000309,calibration,retrieved,target_0.70,0.7,logiqa2-train-012128,0.43896546959877014
logiqa2,logiqa2-validation-000309,calibration,retrieved,top,,logiqa2-train-005748,0.48467493057250977
logiqa2,logiqa2-validation-000309,calibration,placebo,placebo,,logiqa2-train-010407,-0.00872569065541029
logiqa2,logiqa2-validation-000310,test,retrieved,target_0.30,0.3,logiqa2-train-008367,0.29999643564224243
logiqa2,logiqa2-validation-000310,test,retrieved,target_0.50,0.5,logiqa2-train-007941,0.49989190697669983
logiqa2,logiqa2-validation-000310,test,retrieved,target_0.70,0.7,logiqa2-train-001462,0.5712374448776245
logiqa2,logiqa2-validation-000310,test,retrieved,top,,logiqa2-train-012041,0.582444965839386
logiqa2,logiqa2-validation-000310,test,placebo,placebo,,logiqa2-train-011301,-0.02687283605337143
logiqa2,logiqa2-validation-000311,test,retrieved,target_0.30,0.3,logiqa2-train-003378,0.30003049969673157
logiqa2,logiqa2-validation-000311,test,retrieved,target_0.50,0.5,logiqa2-train-009783,0.5049119591712952
logiqa2,logiqa2-validation-000311,test,retrieved,target_0.70,0.7,logiqa2-train-003639,0.53803551197052
logiqa2,logiqa2-validation-000311,test,retrieved,top,,logiqa2-train-006065,0.5464619994163513
logiqa2,logiqa2-validation-000311,test,placebo,placebo,,logiqa2-train-005771,0.02325800620019436
logiqa2,logiqa2-validation-000312,test,retrieved,target_0.30,0.3,logiqa2-train-002914,0.30000385642051697
logiqa2,logiqa2-validation-000312,test,retrieved,target_0.50,0.5,logiqa2-train-011527,0.49968141317367554
logiqa2,logiqa2-validation-000312,test,retrieved,target_0.70,0.7,logiqa2-train-003632,0.6689940094947815
logiqa2,logiqa2-validation-000312,test,retrieved,top,,logiqa2-train-001596,0.7142130732536316
logiqa2,logiqa2-validation-000312,test,placebo,placebo,,logiqa2-train-012187,0.011224120855331421
logiqa2,logiqa2-validation-000313,calibration,retrieved,target_0.30,0.3,logiqa2-train-003549,0.29901912808418274
logiqa2,logiqa2-validation-000313,calibration,retrieved,target_0.50,0.5,logiqa2-train-007112,0.41771066188812256
logiqa2,logiqa2-validation-000313,calibration,retrieved,target_0.70,0.7,logiqa2-train-011838,0.4105173647403717
logiqa2,logiqa2-validation-000313,calibration,retrieved,top,,logiqa2-train-005303,0.45708826184272766
logiqa2,logiqa2-validation-000313,calibration,placebo,placebo,,logiqa2-train-007555,-0.0923348069190979
logiqa2,logiqa2-validation-000314,test,retrieved,target_0.30,0.3,logiqa2-train-010809,0.2999906539916992
logiqa2,logiqa2-validation-000314,test,retrieved,target_0.50,0.5,logiqa2-train-012313,0.5006053447723389
logiqa2,logiqa2-validation-000314,test,retrieved,target_0.70,0.7,logiqa2-train-007177,0.6034613847732544
logiqa2,logiqa2-validation-000314,test,retrieved,top,,logiqa2-train-003034,0.6239402294158936
logiqa2,logiqa2-validation-000314,test,placebo,placebo,,logiqa2-train-001750,0.13442766666412354
logiqa2,logiqa2-validation-000315,calibration,retrieved,target_0.30,0.3,logiqa2-train-006602,0.29997411370277405
logiqa2,logiqa2-validation-000315,calibration,retrieved,target_0.50,0.5,logiqa2-train-010619,0.5025661587715149
logiqa2,logiqa2-validation-000315,calibration,retrieved,target_0.70,0.7,logiqa2-train-000871,0.5979187488555908
logiqa2,logiqa2-validation-000315,calibration,retrieved,top,,logiqa2-train-004638,0.6204200983047485
logiqa2,logiqa2-validation-000315,calibration,placebo,placebo,,logiqa2-train-005336,0.05910035967826843
logiqa2,logiqa2-validation-000316,calibration,retrieved,target_0.30,0.3,logiqa2-train-004366,0.2999717593193054
logiqa2,logiqa2-validation-000316,calibration,retrieved,target_0.50,0.5,logiqa2-train-009651,0.5007249116897583
logiqa2,logiqa2-validation-000316,calibration,retrieved,target_0.70,0.7,logiqa2-train-002364,0.5038424730300903
logiqa2,logiqa2-validation-000316,calibration,retrieved,top,,logiqa2-train-006511,0.5373873710632324
logiqa2,logiqa2-validation-000316,calibration,placebo,placebo,,logiqa2-train-000660,-0.05949986353516579
logiqa2,logiqa2-validation-000317,test,retrieved,target_0.30,0.3,logiqa2-train-003750,0.30002549290657043
logiqa2,logiqa2-validation-000317,test,retrieved,target_0.50,0.5,logiqa2-train-008506,0.501010000705719
logiqa2,logiqa2-validation-000317,test,retrieved,target_0.70,0.7,logiqa2-train-001913,0.6213758587837219
logiqa2,logiqa2-validation-000317,test,retrieved,top,,logiqa2-train-005253,0.8187879920005798
logiqa2,logiqa2-validation-000317,test,placebo,placebo,,logiqa2-train-001678,0.029700711369514465
logiqa2,logiqa2-validation-000318,test,retrieved,target_0.30,0.3,logiqa2-train-008555,0.30007317662239075
logiqa2,logiqa2-validation-000318,test,retrieved,target_0.50,0.5,logiqa2-train-000547,0.500780463218689
logiqa2,logiqa2-validation-000318,test,retrieved,target_0.70,0.7,logiqa2-train-001197,0.5540925860404968
logiqa2,logiqa2-validation-000318,test,retrieved,top,,logiqa2-train-006809,0.6257225275039673
logiqa2,logiqa2-validation-000318,test,placebo,placebo,,logiqa2-train-001351,0.04356716200709343
logiqa2,logiqa2-validation-000319,test,retrieved,target_0.30,0.3,logiqa2-train-007669,0.2994975745677948
logiqa2,logiqa2-validation-000319,test,retrieved,target_0.50,0.5,logiqa2-train-011466,0.46081456542015076
logiqa2,logiqa2-validation-000319,test,retrieved,target_0.70,0.7,logiqa2-train-002982,0.4459136426448822
logiqa2,logiqa2-validation-000319,test,retrieved,top,,logiqa2-train-004105,0.46764397621154785
logiqa2,logiqa2-validation-000319,test,placebo,placebo,,logiqa2-train-012418,0.020207971334457397
logiqa2,logiqa2-validation-000320,test,retrieved,target_0.30,0.3,logiqa2-train-006530,0.2998817563056946
logiqa2,logiqa2-validation-000320,test,retrieved,target_0.50,0.5,logiqa2-train-006499,0.5016054511070251
logiqa2,logiqa2-validation-000320,test,retrieved,target_0.70,0.7,logiqa2-train-012089,0.5794647932052612
logiqa2,logiqa2-validation-000320,test,retrieved,top,,logiqa2-train-001380,0.7789928913116455
logiqa2,logiqa2-validation-000320,test,placebo,placebo,,logiqa2-train-011140,-0.037665776908397675
logiqa2,logiqa2-validation-000321,calibration,retrieved,target_0.30,0.3,logiqa2-train-010175,0.30000945925712585
logiqa2,logiqa2-validation-000321,calibration,retrieved,target_0.50,0.5,logiqa2-train-004492,0.5058838725090027
logiqa2,logiqa2-validation-000321,calibration,retrieved,target_0.70,0.7,logiqa2-train-002026,0.5731722116470337
logiqa2,logiqa2-validation-000321,calibration,retrieved,top,,logiqa2-train-012136,0.5812816619873047
logiqa2,logiqa2-validation-000321,calibration,placebo,placebo,,logiqa2-train-002540,0.11744222790002823
logiqa2,logiqa2-validation-000322,test,retrieved,target_0.30,0.3,logiqa2-train-005345,0.2999374270439148
logiqa2,logiqa2-validation-000322,test,retrieved,target_0.50,0.5,logiqa2-train-007820,0.4942345917224884
logiqa2,logiqa2-validation-000322,test,retrieved,target_0.70,0.7,logiqa2-train-004744,0.5436346530914307
logiqa2,logiqa2-validation-000322,test,retrieved,top,,logiqa2-train-000928,0.5723550319671631
logiqa2,logiqa2-validation-000322,test,placebo,placebo,,logiqa2-train-011043,0.022257568314671516
logiqa2,logiqa2-validation-000323,test,retrieved,target_0.30,0.3,logiqa2-train-012210,0.3000119924545288
logiqa2,logiqa2-validation-000323,test,retrieved,target_0.50,0.5,logiqa2-train-002515,0.5025456547737122
logiqa2,logiqa2-validation-000323,test,retrieved,target_0.70,0.7,logiqa2-train-001026,0.5129411220550537
logiqa2,logiqa2-validation-000323,test,retrieved,top,,logiqa2-train-001126,0.5269581079483032
logiqa2,logiqa2-validation-000323,test,placebo,placebo,,logiqa2-train-007539,0.01407760102301836
logiqa2,logiqa2-validation-000324,calibration,retrieved,target_0.30,0.3,logiqa2-train-002047,0.3000592589378357
logiqa2,logiqa2-validation-000324,calibration,retrieved,target_0.50,0.5,logiqa2-train-002866,0.49932700395584106
logiqa2,logiqa2-validation-000324,calibration,retrieved,target_0.70,0.7,logiqa2-train-003555,0.5825694799423218
logiqa2,logiqa2-validation-000324,calibration,retrieved,top,,logiqa2-train-000071,0.6326622366905212
logiqa2,logiqa2-validation-000324,calibration,placebo,placebo,,logiqa2-train-006642,0.10629035532474518
logiqa2,logiqa2-validation-000325,test,retrieved,target_0.30,0.3,logiqa2-train-003045,0.30010274052619934
logiqa2,logiqa2-validation-000325,test,retrieved,target_0.50,0.5,logiqa2-train-002720,0.5003684759140015
logiqa2,logiqa2-validation-000325,test,retrieved,target_0.70,0.7,logiqa2-train-004422,0.6085871458053589
logiqa2,logiqa2-validation-000325,test,retrieved,top,,logiqa2-train-000400,0.6369821429252625
logiqa2,logiqa2-validation-000325,test,placebo,placebo,,logiqa2-train-000167,-0.025318555533885956
logiqa2,logiqa2-validation-000326,calibration,retrieved,target_0.30,0.3,logiqa2-train-007935,0.2999587655067444
logiqa2,logiqa2-validation-000326,calibration,retrieved,target_0.50,0.5,logiqa2-train-008049,0.5000088214874268
logiqa2,logiqa2-validation-000326,calibration,retrieved,target_0.70,0.7,logiqa2-train-004957,0.6258765459060669
logiqa2,logiqa2-validation-000326,calibration,retrieved,top,,logiqa2-train-005543,0.7169352769851685
logiqa2,logiqa2-validation-000326,calibration,placebo,placebo,,logiqa2-train-002177,0.07829219847917557
logiqa2,logiqa2-validation-000327,calibration,retrieved,target_0.30,0.3,logiqa2-train-011710,0.3000375032424927
logiqa2,logiqa2-validation-000327,calibration,retrieved,target_0.50,0.5,logiqa2-train-008440,0.4998079240322113
logiqa2,logiqa2-validation-000327,calibration,retrieved,target_0.70,0.7,logiqa2-train-011673,0.5884189009666443
logiqa2,logiqa2-validation-000327,calibration,retrieved,top,,logiqa2-train-010770,0.6284258961677551
logiqa2,logiqa2-validation-000327,calibration,placebo,placebo,,logiqa2-train-010224,-0.017196903005242348
logiqa2,logiqa2-validation-000328,test,retrieved,target_0.30,0.3,logiqa2-train-007850,0.29991206526756287
logiqa2,logiqa2-validation-000328,test,retrieved,target_0.50,0.5,logiqa2-train-012220,0.4967985451221466
logiqa2,logiqa2-validation-000328,test,retrieved,target_0.70,0.7,logiqa2-train-007911,0.4844103455543518
logiqa2,logiqa2-validation-000328,test,retrieved,top,,logiqa2-train-003662,0.5004904866218567
logiqa2,logiqa2-validation-000328,test,placebo,placebo,,logiqa2-train-010148,0.04999091103672981
logiqa2,logiqa2-validation-000329,test,retrieved,target_0.30,0.3,logiqa2-train-010582,0.3002041280269623
logiqa2,logiqa2-validation-000329,test,retrieved,target_0.50,0.5,logiqa2-train-010895,0.4657413065433502
logiqa2,logiqa2-validation-000329,test,retrieved,target_0.70,0.7,logiqa2-train-003791,0.4585067927837372
logiqa2,logiqa2-validation-000329,test,retrieved,top,,logiqa2-train-004395,0.48324984312057495
logiqa2,logiqa2-validation-000329,test,placebo,placebo,,logiqa2-train-012172,0.019413568079471588
logiqa2,logiqa2-validation-000330,calibration,retrieved,target_0.30,0.3,logiqa2-train-004075,0.29999399185180664
logiqa2,logiqa2-validation-000330,calibration,retrieved,target_0.50,0.5,logiqa2-train-000909,0.5000631213188171
logiqa2,logiqa2-validation-000330,calibration,retrieved,target_0.70,0.7,logiqa2-train-003490,0.622667670249939
logiqa2,logiqa2-validation-000330,calibration,retrieved,top,,logiqa2-train-010599,0.8575543165206909
logiqa2,logiqa2-validation-000330,calibration,placebo,placebo,,logiqa2-train-010323,0.038802675902843475
logiqa2,logiqa2-validation-000331,calibration,retrieved,target_0.30,0.3,logiqa2-train-009942,0.29997530579566956
logiqa2,logiqa2-validation-000331,calibration,retrieved,target_0.50,0.5,logiqa2-train-007331,0.49994561076164246
logiqa2,logiqa2-validation-000331,calibration,retrieved,target_0.70,0.7,logiqa2-train-009893,0.5769817233085632
logiqa2,logiqa2-validation-000331,calibration,retrieved,top,,logiqa2-train-006808,0.5996143221855164
logiqa2,logiqa2-validation-000331,calibration,placebo,placebo,,logiqa2-train-003234,0.1094544380903244
logiqa2,logiqa2-validation-000332,calibration,retrieved,target_0.30,0.3,logiqa2-train-006431,0.29996857047080994
logiqa2,logiqa2-validation-000332,calibration,retrieved,target_0.50,0.5,logiqa2-train-003982,0.4926464259624481
logiqa2,logiqa2-validation-000332,calibration,retrieved,target_0.70,0.7,logiqa2-train-009698,0.5414354205131531
logiqa2,logiqa2-validation-000332,calibration,retrieved,top,,logiqa2-train-005411,0.5938615202903748
logiqa2,logiqa2-validation-000332,calibration,placebo,placebo,,logiqa2-train-003678,0.03794032335281372
logiqa2,logiqa2-validation-000333,calibration,retrieved,target_0.30,0.3,logiqa2-train-002626,0.3000952899456024
logiqa2,logiqa2-validation-000333,calibration,retrieved,target_0.50,0.5,logiqa2-train-007403,0.41767895221710205
logiqa2,logiqa2-validation-000333,calibration,retrieved,target_0.70,0.7,logiqa2-train-009332,0.4126876890659332
logiqa2,logiqa2-validation-000333,calibration,retrieved,top,,logiqa2-train-008989,0.4211084246635437
logiqa2,logiqa2-validation-000333,calibration,placebo,placebo,,logiqa2-train-005139,0.011002694256603718
logiqa2,logiqa2-validation-000334,calibration,retrieved,target_0.30,0.3,logiqa2-train-004695,0.29999786615371704
logiqa2,logiqa2-validation-000334,calibration,retrieved,target_0.50,0.5,logiqa2-train-005126,0.48158276081085205
logiqa2,logiqa2-validation-000334,calibration,retrieved,target_0.70,0.7,logiqa2-train-010236,0.4583641588687897
logiqa2,logiqa2-validation-000334,calibration,retrieved,top,,logiqa2-train-012551,0.5383502840995789
logiqa2,logiqa2-validation-000334,calibration,placebo,placebo,,logiqa2-train-012296,0.03397396579384804
logiqa2,logiqa2-validation-000335,calibration,retrieved,target_0.30,0.3,logiqa2-train-010423,0.2999741733074188
logiqa2,logiqa2-validation-000335,calibration,retrieved,target_0.50,0.5,logiqa2-train-003727,0.4994908273220062
logiqa2,logiqa2-validation-000335,calibration,retrieved,target_0.70,0.7,logiqa2-train-011211,0.5846031904220581
logiqa2,logiqa2-validation-000335,calibration,retrieved,top,,logiqa2-train-002224,0.5936299562454224
logiqa2,logiqa2-validation-000335,calibration,placebo,placebo,,logiqa2-train-001342,0.0874302014708519
logiqa2,logiqa2-validation-000336,calibration,retrieved,target_0.30,0.3,logiqa2-train-008332,0.2999834418296814
logiqa2,logiqa2-validation-000336,calibration,retrieved,target_0.50,0.5,logiqa2-train-008657,0.5005053281784058
logiqa2,logiqa2-validation-000336,calibration,retrieved,target_0.70,0.7,logiqa2-train-005994,0.49742043018341064
logiqa2,logiqa2-validation-000336,calibration,retrieved,top,,logiqa2-train-009036,0.574329137802124
logiqa2,logiqa2-validation-000336,calibration,placebo,placebo,,logiqa2-train-011094,0.001673846854828298
logiqa2,logiqa2-validation-000337,calibration,retrieved,target_0.30,0.3,logiqa2-train-005547,0.2998155355453491
logiqa2,logiqa2-validation-000337,calibration,retrieved,target_0.50,0.5,logiqa2-train-000502,0.49948975443840027
logiqa2,logiqa2-validation-000337,calibration,retrieved,target_0.70,0.7,logiqa2-train-011559,0.5473006963729858
logiqa2,logiqa2-validation-000337,calibration,retrieved,top,,logiqa2-train-003031,0.9783062934875488
logiqa2,logiqa2-validation-000337,calibration,placebo,placebo,,logiqa2-train-001359,0.002692209091037512
logiqa2,logiqa2-validation-000338,calibration,retrieved,target_0.30,0.3,logiqa2-train-004861,0.3000065088272095
logiqa2,logiqa2-validation-000338,calibration,retrieved,target_0.50,0.5,logiqa2-train-008821,0.5003761053085327
logiqa2,logiqa2-validation-000338,calibration,retrieved,target_0.70,0.7,logiqa2-train-004088,0.5778951644897461
logiqa2,logiqa2-validation-000338,calibration,retrieved,top,,logiqa2-train-008811,0.668407142162323
logiqa2,logiqa2-validation-000338,calibration,placebo,placebo,,logiqa2-train-009127,0.06911081075668335
logiqa2,logiqa2-validation-000339,test,retrieved,target_0.30,0.3,logiqa2-train-005201,0.3000160753726959
