model,dataset,val_uid,source_uid,analysis_split,depth,arm,level,requested_similarity,similarity,source_correct,baseline_correct,memory_correct,delta,baseline_eval_method,memory_eval_method,source_eval_method
phi4-mini,gsm8k,gsm8k-train-001756,gsm8k-train-003255,calibration,complex,retrieved,target_0.30,0.3,0.2999996840953827,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001756,gsm8k-train-005120,calibration,complex,retrieved,target_0.50,0.5,0.49999499320983887,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001756,gsm8k-train-006725,calibration,complex,retrieved,target_0.70,0.7,0.6994346976280212,True,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,gsm8k,gsm8k-train-001756,gsm8k-train-002336,calibration,complex,retrieved,top,,0.732365608215332,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001756,gsm8k-train-001354,calibration,complex,placebo,placebo,,0.26800337433815,True,True,False,-1.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001768,gsm8k-train-000568,calibration,complex,retrieved,target_0.30,0.3,0.2999340295791626,False,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001768,gsm8k-train-001286,calibration,complex,retrieved,target_0.50,0.5,0.49986228346824646,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001768,gsm8k-train-004037,calibration,complex,retrieved,target_0.70,0.7,0.6957074999809265,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001768,gsm8k-train-002386,calibration,complex,retrieved,top,,0.8294437527656555,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001768,gsm8k-train-005222,calibration,complex,placebo,placebo,,0.2626078426837921,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001770,gsm8k-train-002495,test,complex,retrieved,target_0.30,0.3,0.2999776303768158,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001770,gsm8k-train-006408,test,complex,retrieved,target_0.50,0.5,0.49975287914276123,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001770,gsm8k-train-001642,test,complex,retrieved,target_0.70,0.7,0.6786216497421265,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001770,gsm8k-train-006236,test,complex,retrieved,top,,0.6994960904121399,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001770,gsm8k-train-004883,test,complex,placebo,placebo,,0.14740347862243652,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001771,gsm8k-train-002807,test,complex,retrieved,target_0.30,0.3,0.3000129163265228,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001771,gsm8k-train-004885,test,complex,retrieved,target_0.50,0.5,0.4999919831752777,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001771,gsm8k-train-005704,test,complex,retrieved,target_0.70,0.7,0.7000415325164795,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001771,gsm8k-train-000257,test,complex,retrieved,top,,0.7901904582977295,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001771,gsm8k-train-006330,test,complex,placebo,placebo,,0.3197097182273865,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001775,gsm8k-train-006375,test,complex,retrieved,target_0.30,0.3,0.3000054657459259,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001775,gsm8k-train-001428,test,complex,retrieved,target_0.50,0.5,0.5000466704368591,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001775,gsm8k-train-002394,test,complex,retrieved,target_0.70,0.7,0.6428084969520569,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001775,gsm8k-train-007345,test,complex,retrieved,top,,0.662324070930481,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001775,gsm8k-train-003703,test,complex,placebo,placebo,,0.27301260828971863,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,gsm8k,gsm8k-train-001784,gsm8k-train-004563,test,complex,retrieved,target_0.30,0.3,0.2999815344810486,True,False,False,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001784,gsm8k-train-006261,test,complex,retrieved,target_0.50,0.5,0.4999687075614929,True,False,True,1.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001784,gsm8k-train-002029,test,complex,retrieved,target_0.70,0.7,0.6967011094093323,True,False,False,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001784,gsm8k-train-004972,test,complex,retrieved,top,,0.7195146679878235,True,False,False,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001784,gsm8k-train-005106,test,complex,placebo,placebo,,0.33380812406539917,True,False,False,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001788,gsm8k-train-000691,test,complex,retrieved,target_0.30,0.3,0.3000085949897766,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,gsm8k,gsm8k-train-001788,gsm8k-train-000649,test,complex,retrieved,target_0.50,0.5,0.5000060796737671,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001788,gsm8k-train-006946,test,complex,retrieved,target_0.70,0.7,0.6148112416267395,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001788,gsm8k-train-005129,test,complex,retrieved,top,,0.6160677075386047,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001788,gsm8k-train-004162,test,complex,placebo,placebo,,0.33520132303237915,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001793,gsm8k-train-000804,test,complex,retrieved,target_0.30,0.3,0.299875408411026,False,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001793,gsm8k-train-001848,test,complex,retrieved,target_0.50,0.5,0.5000056624412537,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001793,gsm8k-train-003518,test,complex,retrieved,target_0.70,0.7,0.6967238187789917,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001793,gsm8k-train-006989,test,complex,retrieved,top,,0.7296998500823975,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001793,gsm8k-train-000868,test,complex,placebo,placebo,,0.22883932292461395,False,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001803,gsm8k-train-003998,calibration,complex,retrieved,target_0.30,0.3,0.2999751567840576,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001803,gsm8k-train-003683,calibration,complex,retrieved,target_0.50,0.5,0.5001582503318787,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001803,gsm8k-train-004357,calibration,complex,retrieved,target_0.70,0.7,0.6321794986724854,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001803,gsm8k-train-001551,calibration,complex,retrieved,top,,0.6417464017868042,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,gsm8k,gsm8k-train-001803,gsm8k-train-001079,calibration,complex,placebo,placebo,,0.2309143841266632,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001808,gsm8k-train-006013,test,complex,retrieved,target_0.30,0.3,0.3000136911869049,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001808,gsm8k-train-004742,test,complex,retrieved,target_0.50,0.5,0.4999411702156067,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,gsm8k,gsm8k-train-001808,gsm8k-train-005954,test,complex,retrieved,target_0.70,0.7,0.6497697830200195,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001808,gsm8k-train-004261,test,complex,retrieved,top,,0.6535933613777161,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001808,gsm8k-train-006739,test,complex,placebo,placebo,,0.3492812514305115,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001820,gsm8k-train-004892,test,complex,retrieved,target_0.30,0.3,0.29999613761901855,False,False,False,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001820,gsm8k-train-006753,test,complex,retrieved,target_0.50,0.5,0.4999942183494568,True,False,False,0.0,parser,judge_fallback,parser
phi4-mini,gsm8k,gsm8k-train-001820,gsm8k-train-005265,test,complex,retrieved,target_0.70,0.7,0.7042348384857178,True,False,False,0.0,parser,judge_fallback,parser
phi4-mini,gsm8k,gsm8k-train-001820,gsm8k-train-003155,test,complex,retrieved,top,,0.7523457407951355,True,False,True,1.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001820,gsm8k-train-001311,test,complex,placebo,placebo,,0.2599514126777649,False,False,False,0.0,parser,judge_fallback,parser
phi4-mini,gsm8k,gsm8k-train-001821,gsm8k-train-005619,test,complex,retrieved,target_0.30,0.3,0.3000144362449646,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001821,gsm8k-train-000164,test,complex,retrieved,target_0.50,0.5,0.5000043511390686,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001821,gsm8k-train-005148,test,complex,retrieved,target_0.70,0.7,0.6449454426765442,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001821,gsm8k-train-006943,test,complex,retrieved,top,,0.6746053695678711,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001821,gsm8k-train-006813,test,complex,placebo,placebo,,0.2929428517818451,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001832,gsm8k-train-003119,test,complex,retrieved,target_0.30,0.3,0.3000032603740692,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001832,gsm8k-train-000732,test,complex,retrieved,target_0.50,0.5,0.4999517500400543,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001832,gsm8k-train-000939,test,complex,retrieved,target_0.70,0.7,0.6958763003349304,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001832,gsm8k-train-002768,test,complex,retrieved,top,,0.709872841835022,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001832,gsm8k-train-004570,test,complex,placebo,placebo,,0.3044002652168274,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001834,gsm8k-train-001561,calibration,complex,retrieved,target_0.30,0.3,0.30007338523864746,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001834,gsm8k-train-000216,calibration,complex,retrieved,target_0.50,0.5,0.500034749507904,True,True,False,-1.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001834,gsm8k-train-000996,calibration,complex,retrieved,target_0.70,0.7,0.6903941631317139,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,gsm8k,gsm8k-train-001834,gsm8k-train-006515,calibration,complex,retrieved,top,,0.7208771705627441,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001834,gsm8k-train-005014,calibration,complex,placebo,placebo,,0.29959791898727417,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001843,gsm8k-train-004247,test,complex,retrieved,target_0.30,0.3,0.3000006377696991,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001843,gsm8k-train-001748,test,complex,retrieved,target_0.50,0.5,0.4999024569988251,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001843,gsm8k-train-004039,test,complex,retrieved,target_0.70,0.7,0.6999141573905945,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001843,gsm8k-train-000220,test,complex,retrieved,top,,0.7966729402542114,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,gsm8k,gsm8k-train-001843,gsm8k-train-003233,test,complex,placebo,placebo,,0.28649836778640747,False,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001844,gsm8k-train-000738,test,complex,retrieved,target_0.30,0.3,0.3000071048736572,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001844,gsm8k-train-002677,test,complex,retrieved,target_0.50,0.5,0.5000530481338501,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001844,gsm8k-train-000017,test,complex,retrieved,target_0.70,0.7,0.6635967493057251,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001844,gsm8k-train-005864,test,complex,retrieved,top,,0.6646945476531982,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001844,gsm8k-train-002680,test,complex,placebo,placebo,,0.24873317778110504,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001849,gsm8k-train-005619,test,complex,retrieved,target_0.30,0.3,0.2998998165130615,True,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,gsm8k,gsm8k-train-001849,gsm8k-train-007117,test,complex,retrieved,target_0.50,0.5,0.5000117421150208,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001849,gsm8k-train-001901,test,complex,retrieved,target_0.70,0.7,0.6996037364006042,False,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001849,gsm8k-train-005872,test,complex,retrieved,top,,0.734408438205719,False,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001849,gsm8k-train-001035,test,complex,placebo,placebo,,0.3356102406978607,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001865,gsm8k-train-000556,test,complex,retrieved,target_0.30,0.3,0.29992005228996277,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001865,gsm8k-train-007003,test,complex,retrieved,target_0.50,0.5,0.5000425577163696,True,True,False,-1.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001865,gsm8k-train-004459,test,complex,retrieved,target_0.70,0.7,0.7032034397125244,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001865,gsm8k-train-001069,test,complex,retrieved,top,,0.7791947722434998,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001865,gsm8k-train-002370,test,complex,placebo,placebo,,0.2750300168991089,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001883,gsm8k-train-001654,calibration,complex,retrieved,target_0.30,0.3,0.29999974370002747,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001883,gsm8k-train-007198,calibration,complex,retrieved,target_0.50,0.5,0.5000118613243103,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001883,gsm8k-train-007462,calibration,complex,retrieved,target_0.70,0.7,0.6858403086662292,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001883,gsm8k-train-002261,calibration,complex,retrieved,top,,0.7223818898200989,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001883,gsm8k-train-000501,calibration,complex,placebo,placebo,,0.2875243127346039,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001890,gsm8k-train-006121,calibration,complex,retrieved,target_0.30,0.3,0.3001291751861572,True,True,False,-1.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001890,gsm8k-train-001193,calibration,complex,retrieved,target_0.50,0.5,0.49998584389686584,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,gsm8k,gsm8k-train-001890,gsm8k-train-005138,calibration,complex,retrieved,target_0.70,0.7,0.6956520676612854,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001890,gsm8k-train-005220,calibration,complex,retrieved,top,,0.7057411670684814,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001890,gsm8k-train-005479,calibration,complex,placebo,placebo,,0.3122907280921936,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001906,gsm8k-train-005835,calibration,complex,retrieved,target_0.30,0.3,0.29998403787612915,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001906,gsm8k-train-003633,calibration,complex,retrieved,target_0.50,0.5,0.500169038772583,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001906,gsm8k-train-006533,calibration,complex,retrieved,target_0.70,0.7,0.6221782565116882,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001906,gsm8k-train-001420,calibration,complex,retrieved,top,,0.6311556100845337,False,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001906,gsm8k-train-000395,calibration,complex,placebo,placebo,,0.15964549779891968,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001909,gsm8k-train-000860,calibration,complex,retrieved,target_0.30,0.3,0.29994627833366394,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001909,gsm8k-train-004325,calibration,complex,retrieved,target_0.50,0.5,0.5000219345092773,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001909,gsm8k-train-003710,calibration,complex,retrieved,target_0.70,0.7,0.6729885935783386,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001909,gsm8k-train-000365,calibration,complex,retrieved,top,,0.7286272644996643,False,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001909,gsm8k-train-004609,calibration,complex,placebo,placebo,,0.2741747200489044,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001914,gsm8k-train-006518,calibration,complex,retrieved,target_0.30,0.3,0.30001044273376465,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001914,gsm8k-train-001711,calibration,complex,retrieved,target_0.50,0.5,0.4999620020389557,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001914,gsm8k-train-007043,calibration,complex,retrieved,target_0.70,0.7,0.6842255592346191,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001914,gsm8k-train-000343,calibration,complex,retrieved,top,,0.6935089826583862,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001914,gsm8k-train-004495,calibration,complex,placebo,placebo,,0.2771519124507904,True,True,True,0.0,parser,judge_fallback,parser
phi4-mini,gsm8k,gsm8k-train-001917,gsm8k-train-001797,calibration,complex,retrieved,target_0.30,0.3,0.29998114705085754,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001917,gsm8k-train-003354,calibration,complex,retrieved,target_0.50,0.5,0.5005810260772705,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001917,gsm8k-train-001325,calibration,complex,retrieved,target_0.70,0.7,0.6684824824333191,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001917,gsm8k-train-000480,calibration,complex,retrieved,top,,0.6766126155853271,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001917,gsm8k-train-002350,calibration,complex,placebo,placebo,,0.16347728669643402,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001925,gsm8k-train-007230,test,complex,retrieved,target_0.30,0.3,0.29996633529663086,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001925,gsm8k-train-002808,test,complex,retrieved,target_0.50,0.5,0.5002402663230896,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001925,gsm8k-train-003576,test,complex,retrieved,target_0.70,0.7,0.6930314302444458,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001925,gsm8k-train-000755,test,complex,retrieved,top,,0.7021503448486328,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001925,gsm8k-train-002345,test,complex,placebo,placebo,,0.21501831710338593,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001947,gsm8k-train-004834,test,complex,retrieved,target_0.30,0.3,0.3000165522098541,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001947,gsm8k-train-003023,test,complex,retrieved,target_0.50,0.5,0.49998772144317627,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001947,gsm8k-train-006038,test,complex,retrieved,target_0.70,0.7,0.6959958672523499,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001947,gsm8k-train-006323,test,complex,retrieved,top,,0.7312044501304626,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001947,gsm8k-train-005010,test,complex,placebo,placebo,,0.3011629283428192,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001951,gsm8k-train-007128,calibration,complex,retrieved,target_0.30,0.3,0.2999882698059082,True,False,False,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001951,gsm8k-train-005367,calibration,complex,retrieved,target_0.50,0.5,0.4999844431877136,True,False,False,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001951,gsm8k-train-000723,calibration,complex,retrieved,target_0.70,0.7,0.693594753742218,True,False,False,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001951,gsm8k-train-001684,calibration,complex,retrieved,top,,0.715706467628479,True,False,False,0.0,parser,judge_fallback,parser
phi4-mini,gsm8k,gsm8k-train-001951,gsm8k-train-002528,calibration,complex,placebo,placebo,,0.2679821848869324,True,False,False,0.0,parser,judge_fallback,parser
phi4-mini,gsm8k,gsm8k-train-001952,gsm8k-train-004095,calibration,complex,retrieved,target_0.30,0.3,0.29993775486946106,True,False,True,1.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001952,gsm8k-train-000713,calibration,complex,retrieved,target_0.50,0.5,0.4999687969684601,True,False,True,1.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001952,gsm8k-train-001306,calibration,complex,retrieved,target_0.70,0.7,0.6986272931098938,True,False,True,1.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001952,gsm8k-train-002741,calibration,complex,retrieved,top,,0.7818484306335449,True,False,True,1.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001952,gsm8k-train-003664,calibration,complex,placebo,placebo,,0.33461400866508484,True,False,True,1.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001966,gsm8k-train-004290,calibration,complex,retrieved,target_0.30,0.3,0.30024266242980957,True,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,gsm8k,gsm8k-train-001966,gsm8k-train-001169,calibration,complex,retrieved,target_0.50,0.5,0.4999951720237732,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001966,gsm8k-train-006956,calibration,complex,retrieved,target_0.70,0.7,0.6999494433403015,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001966,gsm8k-train-005409,calibration,complex,retrieved,top,,0.7959062457084656,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001966,gsm8k-train-002276,calibration,complex,placebo,placebo,,0.2808191776275635,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001976,gsm8k-train-006937,calibration,complex,retrieved,target_0.30,0.3,0.3000187575817108,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001976,gsm8k-train-005292,calibration,complex,retrieved,target_0.50,0.5,0.500044584274292,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001976,gsm8k-train-006285,calibration,complex,retrieved,target_0.70,0.7,0.647159218788147,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001976,gsm8k-train-001600,calibration,complex,retrieved,top,,0.6588811874389648,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-001976,gsm8k-train-001353,calibration,complex,placebo,placebo,,0.3160182237625122,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002012,gsm8k-train-002605,calibration,complex,retrieved,target_0.30,0.3,0.30001288652420044,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,gsm8k,gsm8k-train-002012,gsm8k-train-002339,calibration,complex,retrieved,target_0.50,0.5,0.5000263452529907,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002012,gsm8k-train-002258,calibration,complex,retrieved,target_0.70,0.7,0.7001044154167175,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002012,gsm8k-train-005510,calibration,complex,retrieved,top,,0.8366069197654724,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002012,gsm8k-train-002947,calibration,complex,placebo,placebo,,0.2746639549732208,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002014,gsm8k-train-005217,test,complex,retrieved,target_0.30,0.3,0.2998865246772766,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002014,gsm8k-train-005873,test,complex,retrieved,target_0.50,0.5,0.5000089406967163,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002014,gsm8k-train-004897,test,complex,retrieved,target_0.70,0.7,0.7001946568489075,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002014,gsm8k-train-002334,test,complex,retrieved,top,,0.7588662505149841,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002014,gsm8k-train-006920,test,complex,placebo,placebo,,0.29238468408584595,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002017,gsm8k-train-004679,calibration,complex,retrieved,target_0.30,0.3,0.29999950528144836,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002017,gsm8k-train-000371,calibration,complex,retrieved,target_0.50,0.5,0.5000233054161072,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002017,gsm8k-train-005637,calibration,complex,retrieved,target_0.70,0.7,0.7008042931556702,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002017,gsm8k-train-005123,calibration,complex,retrieved,top,,0.7183108329772949,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002017,gsm8k-train-001842,calibration,complex,placebo,placebo,,0.34600555896759033,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,gsm8k,gsm8k-train-002031,gsm8k-train-003619,calibration,complex,retrieved,target_0.30,0.3,0.2999899089336395,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002031,gsm8k-train-006593,calibration,complex,retrieved,target_0.50,0.5,0.4999469816684723,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002031,gsm8k-train-004362,calibration,complex,retrieved,target_0.70,0.7,0.6961224675178528,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002031,gsm8k-train-003321,calibration,complex,retrieved,top,,0.7062534093856812,True,True,True,0.0,parser,parser,parser
phi4-mini,gsm8k,gsm8k-train-002031,gsm8k-train-003705,calibration,complex,placebo,placebo,,0.30033424496650696,True,True,True,0.0,parser,parser,parser
